0226302679 (cloth : alk. paper) 		Latin American macroeconomic reforms : the second stage / edited by José Antonio González ... [et al.]. 		Chicago : University of Chicago Press, 2003. 	Central Library, Floors 4 or 5: Books		HG660.5 .L38 2003	HG  6605           L 38   2003			2
0203310594 		Speculations after Freud [electronic resource] : psychoanalysis, philosophy and culture / edited by Sonu Shamdasani and Michael Münchow. 	Taylor & Francis e-Library ed. 	London ; New York : Routledge, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=69125	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0203312392 (electronic bk.) 		Hi-tech for industrial development [electronic resource] : lessons from the Brazilian experience in electronics and automation / edited by Hubert Schmitz and José Cassiolato. 		London ; New York : Routledge, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67877	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203319516 	Carroll, Noël (Noël E.) 	Philosophy of art [electronic resource] : a contemporary introduction / Noël Carroll. 	Taylor & Francis e-Library ed. 	London ; New York : Routledge, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=68625	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0203403606 (electronic bk.) 		Encyclopedia of the history of Arabic science. Volume 2, Mathematics and the physical sciences [electronic resource] / edited by Roshdi Rashed in collaboration with Régis Morelon. 		London ; New York : Routledge, 1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74584	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203409892 (electronic bk.) 	Kahn, Coppélia. 	Roman Shakespeare [electronic resource] : warriors, wounds, and women / Coppélia Kahn. 		London ; New York : Routledge, 1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74780	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203417976 (electronic bk.) 	Hervey, Sándor G. J. 	Thinking translation [electronic resource] : a course in translation method, French-English / Sándor Hervey, Ian Higgins. 		London ; New York : Routledge, 1992. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74833	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203429524 (electronic bk.) 	Hervey, Sándor G. J. 	Thinking Spanish translation [electronic resource] : a course in translation method, Spanish to English / Sándor Hervey, Ian Higgins, Louise M. Haywood. 		London ; New York : Routledge, 1995. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=71396	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203430360 (electronic bk.) 		Women of the European Union [electronic resource] : the politics of work and daily life / edited by Maria Dolors García-Ramon and Janice Monk. 		London ; New York : Routledge, 1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=72158	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203439767 (electronic bk.) 		Adjusting to Europe [electronic resource] : the impact of the European Union on national institutions and policies / edited by Yves Mény, Pierre Muller, and Jean-Louis Quermonne. 		London ; New York : Routledge, 1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=72361	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0203499220 (electronic bk.) 	Lyotard, Jean François. 	Political writings [electronic resource] / Jean-François Lyotard ; translated by Bill Readings and Kevin Paul Geiman ; foreword and notes by Bill Readings. 		London : UCL Press, c1993. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=75255	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0231502451 (electronic bk.) 	Barmé, Geremie. 	In the red [electronic resource] : on contemporary Chinese culture / Geremie R. Barmé. 		New York : Columbia University Press, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=48055	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0231502753 (electronic bk.) 	Yü, Chün-fang, 1938- 	Kuan-yin [electronic resource] : the Chinese transformation of Avalokitesvara / Chün-fang Yü. 		New York : Columbia University Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=71088	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0231504179 (electronic bk.) 		Advances in historical ecology [electronic resource] / William Balée, editor. 		New York : Columbia University Press, c1998. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74589	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0231504535 (electronic bk.) 	Coté, William E. (William Edward) 	Covering violence [electronic resource] : a guide to ethical reporting about victims and trauma / William Coté and Roger Simpson ; journalist profile by Migael Scherer.. 		New York : Columbia University Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=75391	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0231505183 (electronic bk.) 	Hernández, Ramona. 	Mobility of workers under advanced capitalism [electronic resource] : Dominican migration to the United States / Ramona Hernández. 		New York : Columbia University Press, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74706	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0253108810 (electronic bk.) 		Decolonial voices [electronic resource] : Chicana and Chicano cultural studies in the 21st Century / Arturo J. Aldama and Naomi H. Quiñonez, editors. 		Bloomington : Indiana University Press, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=68654	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0253109108 (electronic bk.) 		Temples for tomorrow [electronic resource] : looking back at the Harlem Renaissance / edited by Geneviáeve Fabre and Michel Feith. 		Bloomington : Indiana University Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67102	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306468239 		Genomics and proteomics [electronic resource] : functional and computational aspects / edited by Sándor Suhai. 		New York : Kluwer Academic Publishers, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67124	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306468263 		Cellular peptidases in immune functions and diseases 2 [electronic resource] / edited by Jürgen Langner and Siegfried Ansorge. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67548	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306468409 (electronic bk.) 		Genes and proteins underlying microbial urinary tract virulence [electronic resource] : basic aspects and applications / edited by Levente Emèody ... [et al.]. 		New York : Kluwer Academic Publishers, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67332	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306468786 	Håkanson, Lars. 	Modelling radiocesium in lakes and coastal areas [electronic resource] : new approaches for ecosystem modellers : a textbook with Internet support / Lars Håkanson. 		Dordrecht ; Boston : Kluwer Academic Publishers, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70131	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306468859 (electronic bk.) 		Novel frontiers in the production of compounds for biomedical use, Vol. 1 [electronic resource] / edited by Annie Van Broeckhoven, Fred Shapiro and Jozef Anné. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70149	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306469227 		Advances in hydrogen energy [electronic resource] / edited by Catherine E. Grégoire Padró and Francis Lau. 		New York : Kluwer Academic, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70065	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306469340 (electronic bk.) 		Computational approaches to biochemical reactivity [electronic resource] / edited by Gábor Náray-Szabó and Arieh Warshel. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67552	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306469855 		Conflicting agents [electronic resource] : conflict management in multi-agent systems / edited by Catherine Tessier, Laurent Chaudron, Heinz-Jürgen Müller. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67554	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306470012 	IFIP TC6/WG6.8 Working Conference on Personal Wireless Communications (2001 : Lappeenranta, Finland) 	Emerging personal wireless communications [electronic resource] : IFIP TC6/WG6.8 Working Conference on Personal Wireless Communications (PWC '2001), August 8-10, 2001, Lappeenranta, Finland / edited by Olli Martikainen, Jari Porras, Jenni Hyvärinen. 		Boston : Kluwer Academic Publishers, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70093	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306470969 (electronic bk.) 		Applied nonlinear analysis [electronic resource] / edited by Adélia Sequeira, Hugo Beirão da Veiga, and Juha Hans Videman. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67509	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306470985 (electronic bk.) 		Science and application of nanotubes [electronic resource] / edited by D. Tománek and R.J. Enbody. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67581	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306471523 	Williams, John E., 1928- 	Importance of psychological traits [electronic resource] : a cross-cultural study / John E. Williams, Robert C. Satterwhite, and José L. Saiz. 		New York : Kluwer Academic Pub., c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67115	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306472112 (electronic bk.) 	Brousseau, Guy. 	Theory of didactical situations in mathematics [electronic resource] : didactique des mathématiques, 1970-1990 / by Guy Brousseau ; edited and translated by Nicolas Balacheff ... [et al.]. 		New York : Kluwer Academic Publishers, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=68260	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0306473151 (electronic bk.) 	Stüber, Gordon L., 1958- 	Principles of mobile communication [electronic resource] / Gordon L. Stüber. 	2nd ed. 	New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67569	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
030647316X 	European Conference on Computer Supported Cooperative Work (6th : 1999 : Copenhagen, Denmark) 	ECSCW '99 [electronic resource] : proceedings of the Sixth European Conference on Computer Supported Cooperative Work, 12-16 September 1999, Copenhagen, Denmark / edited by Susanne Bødker, Morten Kyng and Kjeld Schmidt. 		New York : Kluwer Academic Publishers, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67129	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0306473194 	Lempiäinen, Jukka. 	Radio interface system planning for GSM/GPRS/UMTS [electronic resource] / Jukka Lempiäinen, Matti Manninen. 		New York : Kluwer Academic, c2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=67571	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0313003025 	Møller, J. Ørstrøm. 	End of internationalism [electronic resource] : or world governance? / J. Ørstrøm Møller ; foreword by Jacques Santer. 		Westport, Conn. : Praeger, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70063	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0313003556 (electronic bk.) 	Séphocle, Marilyn, 1961- 	Then, they were twelve [electronic resource] : the women of Washington's Embassy Row / Marilyn Séphocle ; foreword by Ambassador Andrew Young. 		Westport, Conn. : Praeger, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70294	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0313003564 (electronic bk.) 		Life, death, and in-between on the U.S.-Mexico border [electronic resource] : así es la vida / edited by Martha Oehmke Loustaunau, Mary Sanchez-Bane ; foreword by Xavier Leus. 		Westport, Conn. : Bergin & Garvey, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=70750	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0470841745 	Eberspächer, J. (Jörg) 	GSM switching, services and protocols [electronic resource] / Jörg Eberspächer, Hans-Jörg Vögel and Christian Bettstetter. 	2nd ed. 	Chichester [England] ; New York : Wiley, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=57146	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0470842423 	Syrjänen, Kari J. 	Papillomavirus infections in human pathology [electronic resource] / Kari J. Syrjänen and Stina M. Syrjänen. 		Chichester ; New York : Wiley, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=59778	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0470842547 	Bégaud, Bernard. 	Dictionary of pharmacoepidemiology [electronic resource] / Bernard Bégaud. 		Chichester ; New York : John Wiley, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=57066	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0471210994 	Peña, William. 	Problem seeking [electronic resource] : an architectural programming primer / William M. Peña, Steven A. Parshall. 	4th ed. 	New York : Wiley, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63455	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511001878 	Descartes, René, 1596-1650. 	World and other writings [electronic resource] / René Descartes ; translated and edited by Stephen Gaukroger. 		Cambridge ; New York : Cambridge University Press, 1998. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=54533	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
051100589X 	Mullen, Paul E. 	Stalkers and their victims [electronic resource] / Paul E. Mullen, Michele Pathé, and Rosemary Purcell. 		Cambridge, U.K. ; New York : Cambridge University Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=55583	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511006373 	Smaczny, Jan. 	Dvorák, cello concerto [electronic resource] / Jan Smaczny. 		Cambridge ; New York : Cambridge University Press, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=55461	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511012314 (electronic bk.) 	Kornai, János. 	Welfare, choice, and solidarity in transition [electronic resource] : reforming the health section in Eastern Europe / János Kornai and Karen Eggleston. 		Cambridge ; New York : Cambridge University Press, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=72782	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511014392 (electronic bk.) 	Dressel, Martin, 1960- 	Electrodynamics of solids [electronic resource] : optical properties of electrons in matter / Martin Dressel and George Grüner. 		Cambridge ; New York : Cambridge University Press, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=73043	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511016794 (electronic bk.) 	Rubio-Marín, Ruth. 	Immigration as a democratic challenge [electronic resource] : citizenship and inclusion in Germany and the United States / Ruth Rubio-Marín. 		Cambridge ; New York : Cambridge University Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=73941	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
051101726X (electronic bk.) 	Daly, Nicholas. 	Modernism, romance, and the fin de siècle [electronic resource] : popular fiction and British culture, 1880-1914 / Nicholas Daly. 		Cambridge ; New York : Cambridge University Press, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=73829	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511019092 (electronic bk.) 	Ward, W. Reginald (William Reginald) 	Christianity under the Ancien Régime, 1648-1789 [electronic resource] / W.R. Ward. 		Cambridge, U.K. ; New York : Cambridge University Press, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74323	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511019319 (electronic bk.) 	Caballero, Carlo. 	Fauré and French musical aesthetics [electronic resource] / Carlo Caballero. 		Cambridge ; New York : Cambridge University Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74366	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0511019505 (electronic bk.) 		Memory in neurodegenerative disease [electronic resource] : biological, cognitive, and clinical perspectives / edited by Alexander I. Tröster. 		Cambridge ; New York: Cambridge University Press, 1998. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=74326	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585099219 (electronic bk.) 	Shuttleworth, Sally, 1952- 	Charlotte Brontë and Victorian psychology [electronic resource] / Sally Shuttleworth. 		New York : Cambridge University Press, 1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netlibrary.com/urlapi.asp?action=summary&v=1&bookid=3907	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585134529 (electronic bk.) : 	Keiger, John F. V. 	Raymond Poincaré [electronic resource] / J.F.V. Keiger. 		Cambridge : Cambridge University Press, 1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=3363	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585347468 (electronic bk.) 	Kumanogo, Hitoshi, 1935- 	Pseudo-differential operators [electronic resource] / Hitoshi Kumano-go ; [translated by Hitoshi Kumano-go, Rémi Vaillancourt, and Michihiro Nagase]. 	English-language ed. 	Cambridge, Mass. : MIT Press, 1981. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=49393	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585372179 	Carrion, Ramon. 	Guía de inmigración a Estados Unidos [electronic resource] / Ramón Carrión. 	2nd ed. 	Naperville, IL : Sphinx Pub., 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=38741	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585372454 		Language, a right and a resource [electronic resource] : approaching linguistic human rights / edited by Miklós Kontra ... [et al.]. 		Budapest, Hungary ; New York : Central European University Press, c1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=46754	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585372993 		Diné bahane [electronic resource] : the Navajo creation story / [translated by] Paul G. Zolbrod. 		Albuquerque : University of New Mexico Press, c1984. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=22572	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585373019 	Huntington, C. W. 	Emptiness of emptiness [electronic resource] : an introduction to early Indian Madhyamika / C.W. Huntington, Jr. with Geshé Namgyal Wangchen. 		Honolulu : University of Hawaii Press, c1989. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=39137	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
058537306X 	Delany, Samuel R. 	Neveryóna, or, The tale of signs and cities [electronic resource] / Samuel R. Delany. 		Hanover, N.H. : Wesleyan University Press, c1993. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=45362	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585373574 	Nguyen, Cuong Tu, 1947- 	Zen in medieval Vietnam [electronic resource] : a study and translation of the Thien uy?ên tâp anh / Cuong Tu Nguyen. 		Honolulu : University of Hawaii Press, 1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=39119	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585374333 		Agricultural support policies in transition [electronic resource] / edited by Alberto Valdés. 		Washington, D.C. : World Bank, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=41571	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
